,x_coord,y_coord
knee_injury,60.466763,-25.712017
welfare,-0.7704929,-33.677082
chicago,-59.740578,-17.625814
golf,-44.085407,21.051552
fax_number,13.086883,38.437572
ail,15.965962,-34.819656
right_direction,9.816958,-35.492855
southern_hills_hospital,-55.01457,-3.9678173
blow_away_by,-7.1310425,-55.29309
kit,48.572468,17.541912
greatly_appreciate,-3.5700197,-54.427784
chelsea,-53.02125,-48.37769
assumption,-8.307329,-4.985157
timely_fashion,-16.779644,55.514637
heidi,-49.98567,-42.973343
spotless,-10.842005,-14.892397
marketing,-24.825016,-18.523615
medpost,-50.603245,-8.058503
todd,-57.539,-37.706425
mobile,27.412088,-34.37741
botch,10.3369,7.600175
tactic,2.5968738,3.7201428
lauren,-57.360794,-48.405724
la_vegas,-60.45989,-16.316374
annoyance,11.922931,1.264263
call_911,47.071243,-8.226446
dial,-5.9400735,41.864803
dr._reuss,-38.783306,-56.19482
dictate,-10.986143,4.5602856
beyond_expectation,-8.731918,-51.75416
year_old_daughter,-52.70007,14.563206
speak_english,-13.3283205,14.548524
cpap,61.170574,-13.202829
final_straw,6.3044486,50.717976
lean,32.231655,5.9895253
brush,40.98947,8.002277
spectrum,-66.293015,-15.197973
satisfactory,-9.30733,-57.800068
checkin,-18.57197,46.545147
jay,-58.904526,-39.841553
denial,16.73561,43.581356
valium,59.97194,9.766383
via_phone,-2.5431364,37.536427
bryan,-57.680862,-41.491314
jill,-65.75915,-46.804073
buddy,-71.542755,-28.67808
ims,-50.241974,-18.384407
yup,-18.109055,30.086222
dr._harlan,-38.09986,-46.709427
via_email,-1.846595,37.59212
complimentary,42.46682,28.402943
bomb,-65.213844,-32.457764
bloody,40.36215,10.084784
show_up_early,12.406113,58.905838
polyp,44.996265,-23.912308
disbelief,6.2363777,-15.112094
theresa,-61.601402,-49.65725
dig,28.504822,8.540868
sham,2.9915664,1.249027
dr._lin,-35.46284,-48.655838
frozen,44.14171,15.243454
bored,-5.949441,-4.377621
pharmaceutical,58.936333,12.01959
eyebrow,39.38535,-25.920065
godsend,-15.941277,-38.70358
baker,-58.76471,-36.624996
advantage,-20.85687,1.9054555
fibromyalgia,39.98136,-14.410288
vial,46.98303,19.65833
secret,-29.928495,-4.1749206
addict,10.190643,2.677465
p.m.,10.972633,64.531494
borderline,-3.735719,0.20517169
chew,29.020576,9.7860985
cattle,8.150136,4.6512623
competitor,-25.485048,0.2211328
fibroid,46.033314,-23.967224
dr._levine,-37.870857,-44.14964
radio,-5.2646475,29.733648
marathon,-43.91842,23.259953
outfit,-29.15489,-8.017483
sir,-19.62163,27.175026
thorough_examination,7.420875,-52.001453
evil,15.457539,-18.532341
dr._grover,-36.111355,-44.496033
bonnie,-52.91024,-49.75533
dr._perez,-39.46495,-49.06481
healthcare_system,-21.915176,-30.97253
dedicate,4.425641,-38.34612
pat,-62.83495,-47.953045
fertility_treatment,-41.64593,8.949718
staffing,-25.742325,-15.707975
disgrace,-17.600147,-38.649513
goodman,-57.97383,-30.703781
tummy,40.88328,-27.43181
dr._meger,-33.887596,-51.22495
thanksgiving,-0.82592195,63.32798
left_knee,53.76952,-30.095312
cathy,-53.988785,-41.685078
specialized,-36.216404,-24.066269
services,-56.077267,-21.964699
proficient,-0.81888723,-46.984978
abusive,1.3550552,-5.939363
nearly_impossible,-1.1245133,28.399946
subsequently,-8.305432,72.11816
chick,-31.875284,-8.29535
cancerous,44.530865,-24.41313
dr._mendoza,-42.93408,-53.85745
jean,-62.235794,-49.61887
8:30,7.0754075,63.314312
lidocaine,53.89997,7.2753453
utter,5.087334,-16.536854
employment,-24.55559,-16.768568
visual,37.55142,-45.828133
hcg,22.120903,-39.985325
bird,-65.59565,-27.174677
ultrasound_technician,-39.761726,-14.649283
purple,36.69338,-3.2739806
fill_out_form,14.456634,58.80723
jamie,-52.74529,-44.870045
valet,9.736556,25.718035
sahara,-62.696186,-8.805985
saline,51.856377,7.4193563
laurie,-50.490376,-48.820053
organ,48.867424,-22.668066
mesh,56.145576,-35.962795
embryo,-42.35524,10.021953
left_arm,54.08313,-24.0118
purposely,15.94312,14.515759
ny,-60.63979,-18.383478
foot_ankle,-52.38991,-20.022116
r.,-63.51281,-38.623123
vasectomy,45.064453,-38.371475
se,-72.10931,-33.887325
allen,-56.37772,-34.429096
consultant,-48.369656,-33.62521
nauseous,56.202843,-2.7638211
carol,-56.190292,-48.66125
poster,-18.192007,9.169927
inexperienced,-2.4947946,-1.3408536
bang,28.095432,3.595029
herniat_disc,56.797897,-29.925186
carpal_tunnel,55.49293,-27.764137
peak,-56.572273,-0.7288895
painkiller,57.553707,8.20276
miscarry,-44.582294,8.916089
daily_basis,55.267258,27.423735
dr._schreiber,-37.492977,-48.715073
upsell,19.510532,4.4249372
ounce,46.376118,16.955648
bind,-8.234762,8.759756
flamingo,-61.281185,-6.4604087
tremendously,22.024668,-44.525196
irritate,10.776879,-10.195145
dr._walter,-37.53853,-48.711334
99,40.18858,53.772038
215,-62.462246,-6.107345
triple,39.70079,44.70728
torture,31.861877,8.777756
reasonable_price,20.33057,9.225453
independent,-42.52891,-12.223228
angelo,-38.68229,-40.55174
craig,-58.76257,-8.714539
perscription,56.00874,16.15064
ever_come_across,-22.535194,-38.91411
std,24.94727,28.170221
8:30am,6.8667846,62.629807
healing_waters,-51.861996,-15.873384
preliminary,18.967232,24.88677
second_chance,-36.370346,26.961767
sherry,-55.097534,-52.354656
sciatica,42.623417,-10.187608
orthocarolina,-48.810795,-19.996107
debit_card,19.2693,37.114784
dr._clark,-52.775433,-35.258724
unsympathetic,-0.6124371,-4.1983957
big_difference,19.564749,-27.828236
inquiry,-1.0854026,36.72567
common_courtesy,-10.499076,-25.584816
very_rushed,-7.4038267,-7.4562106
8_year_old,-54.288307,14.566019
autism,58.39396,-13.7694235
calmly,0.71334374,20.124767
oncology,-49.85719,-23.880083
laceration,48.696476,-28.132257
compound,55.332863,11.869794
bridge,46.9031,-31.764198
bait,2.6566608,3.8404577
wifi,39.904747,18.734083
customize,17.162418,-38.44207
bearable,-8.950725,-39.2917
sub_par,5.3595905,-4.5008802
dr_perry,-32.15208,-48.749187
dr._nishihara,-43.025745,-53.84871
cm,46.5664,-23.219347
mold,33.279747,-3.324768
ohio,-59.64707,-16.929798
dr._henry,-39.733444,-46.406937
download,14.36587,34.41523
sonora_quest,-57.977238,3.3169932
world_class,-9.982721,-49.738983
breastfeeding,-21.53164,-27.112415
retail,-24.1453,-4.1927643
dr._lepore,-41.80349,-54.547302
thirty,36.76521,57.01727
own_research,-30.373642,0.36553803
pc,-38.983963,-25.120605
gently,8.013334,-37.00402
matthew,-58.466843,-32.925293
dr._baker,-40.028053,-52.20035
at_8:30,7.753073,61.29705
communication_skill,-8.248815,-23.727715
set_foot,-34.376205,13.59675
manipulation,27.366375,-36.435307
8_am,7.491931,62.119766
pattern,26.178625,-26.954086
amazon,40.4502,26.317442
revenue,-17.085176,-28.281002
hardly_any,19.684258,13.524215
dr._deka,-41.312763,-51.393307
plead,-1.4899942,32.797604
discuss_option,6.2894316,-30.29908
dr._flint,-32.82554,-52.11273
nowadays,-15.098477,36.771114
ironwood,-48.85274,-4.9765
baseline,-59.172676,-7.5551825
instinct,-2.2429945,-24.314499
cruel,2.6091504,-5.9540834
listen_carefully,8.129378,-31.475315
hound,27.301064,37.264725
full_price,31.017464,44.567795
most_important_thing,1.3630826,-35.42434
z,-60.344803,-34.817036
debate,-23.279823,12.239288
ulcer,39.263958,-7.3704867
holistic_approach,9.770694,-39.76239
cmc,-54.629044,-8.053377
chip,32.710922,2.5097165
excess,39.60598,40.2105
surface,36.541573,6.6142774
dr._turner,-44.336662,-51.877197
shake_head,13.780654,5.621921
downside,-7.7524157,47.8302
pissed_off,8.018012,-11.4697895
t.,-63.092075,-37.435738
janice,-45.29483,-51.84118
l&d,-48.59586,4.1425166
apn,-47.494923,-39.32039
silver,56.270367,-36.0788
gauze,39.56092,11.068417
insomnia,44.10441,-12.785442
al,-71.342064,-33.712883
standing,-54.12081,26.291887
dr._roberts,-41.988983,-56.99046
5_star_rating,-35.8129,28.197674
medical_community,-18.951342,-31.23301
dr._liu,-44.946903,-54.6233
abnormality,43.167747,-22.06654
less_than_30_minute,-19.520452,59.26179
staple,47.687107,-29.752321
highly_skilled,1.3523536,-49.158745
panel,27.813395,28.223213
ne,-22.761036,-13.723933
totally_unprofessional,-1.5834248,-1.6482377
ridiculously,-11.41479,-6.886053
7_year_old,-54.08657,15.836266
packed,33.95358,21.167103
motivate,6.0193496,-19.448254
band,55.626778,-23.981636
arrangement,-2.9109466,56.023605
meat,41.931686,14.131597
new_york,-59.837307,-18.249712
estrogen,47.648804,-15.719863
keep_track,-10.788855,3.660204
dr._jarman,-38.04383,-46.903847
reverse,22.502495,36.251404
stomach_issue,45.743988,-12.433823
1_1/2,33.889763,60.568817
authority,-3.8604286,7.816176
stacey,-52.219788,-44.34439
unlike_most,-61.675373,8.894095
remainder,-8.124937,52.05968
persist,39.29737,-11.2047825
dr._fisher,-33.102142,-51.109257
benadryl,58.406452,6.5920568
shameful,3.5931652,-2.8449366
casual,-5.6933975,-21.943996
at_10:30,9.891645,61.655807
idk,-18.180643,22.100664
nodule,44.927525,-24.778631
appendicitis,45.10755,-20.078186
sketchy,2.1443608,2.153892
scalp,42.456944,-27.246784
invasive,38.855267,-33.624493
kicker,-11.091112,29.084076
scottsdale_location,-49.1178,-14.968607
"$_1,000",32.249165,46.693127
bizarre,14.2032585,-6.3069844
peaceful,-8.779001,-16.94788
10:30,9.499444,62.36677
stethoscope,53.617107,-20.073914
patronize,-1.0231258,-10.048579
trap,43.396133,8.7820835
shadow,-33.22534,-22.939423
automate,-5.250282,38.260303
o'clock,9.543494,65.10852
anti_inflammatory,59.33633,8.228814
rotator_cuff,52.8608,-30.845533
dr._mcmullen,-37.30686,-45.876366
hat_job,-6.269198,-2.0254526
blue_cross,20.14624,47.29882
pch,-52.523903,-4.661759
1:00,9.210988,63.602905
18_year,11.960337,84.02065
dr._bailey,-40.761086,-47.441833
cough_medicine,56.85308,9.372494
full_body,43.275333,-28.920359
bf,59.61126,-8.752551
scenario,1.4829752,-16.463318
barrow,-49.427372,-21.699919
big_toe,53.018116,-26.576117
comply,17.888842,48.582706
nasal_spray,55.155914,8.343484
drug_seeker,10.495177,3.5208547
dr._behera,-35.94063,-53.88884
medical_supply,50.067795,20.136827
dr._vaughn,-39.334877,-45.343155
mo,12.082889,76.71786
humiliate,6.0133553,1.537369
cozy,-9.578195,-17.123188
slow_down,9.960933,-31.806862
las_vegas_nv,-60.649376,-10.378813
high_standard,-2.4640656,-29.43773
drug_screening,22.240913,28.887793
months,11.719061,77.773766
into_account,10.463649,-29.345192
curse,2.1564958,16.096693
procare,-51.50274,-9.764806
.i,-22.170856,47.422047
anytime_soon,-30.199842,18.03308
huff,-64.15028,-43.697613
ptsd,41.02119,-14.857526
specify,-11.494963,12.20593
blunt,-2.376512,-11.133992
9:45,7.626926,63.24967
salt,39.90213,14.794838
patty,-51.2546,-50.10514
continued,17.567448,-19.942446
snippy,-3.9722486,-6.8517737
insurance_fraud,-4.3786826,10.319412
compromise,20.213827,-3.2783237
phase,16.618795,5.3959513
southern,-60.98396,-8.58454
throughly,7.467948,-32.585075
audiology,-47.360268,-21.370033
dehydration,51.54917,-9.682729
certify_letter,20.705755,40.432323
credit_report,23.32464,39.433495
lumbar,54.708523,-30.829798
forgive,-25.335772,30.722095
threat,25.442694,37.17028
last_resort,13.364002,-13.901077
investment,-17.059418,-21.31105
extremely_nervous,11.4530525,-17.65106
educational,6.3845553,-42.013966
dr_sharma,-40.149666,-45.029266
actively,12.753188,-36.175026
religious,0.36859804,-11.489913
piss,37.20529,16.882206
400,36.560925,51.608418
dramatic,33.989758,-24.007435
11:15,9.885566,62.669228
newly,-21.813768,58.083652
stuck,46.23628,26.51263
trouble_breathe,50.884583,-6.375409
storm,54.721188,-4.976865
buffalo,-62.545593,-8.285585
ummm,-17.553291,24.515308
nicely_decorate,-9.753674,-13.76302
defiantly,-28.245342,17.530956
elevated,42.11942,-6.33896
dr._logan,-44.09374,-42.005394
cop,-53.602962,1.3094239
tho,51.866695,14.247072
hectic,32.57719,22.293999
donna,-61.843388,-46.205524
lightly,-9.174142,-1.5019965
progesterone,47.731434,-16.36399
dec,1.2648888,77.60971
scrip,56.066467,15.216046
appalling,9.8661785,-5.8859053
oops,-19.767765,30.805676
mr,-62.93318,-41.663296
6_8,33.905254,58.539833
inexpensive,20.018263,8.574729
bullet,25.590351,-0.19950989
sloppy,-0.5598947,-0.32707912
dr._reed,-36.767365,-46.284096
lesion,44.869774,-26.132498
dr._reyes,-38.955944,-47.395996
nerve_damage,42.386696,-21.818245
su,-71.342926,-34.15518
billing_manager,-37.623123,-5.5129995
ice_pack,42.43846,11.766366
scheduling_department,-35.349396,-6.053524
bus,-41.872425,35.48057
humana,22.073128,48.34127
redness,42.80289,-7.51924
faster_than,-21.837711,54.674664
further_testing,25.998657,27.70095
oct,1.4624219,76.532265
tolerable,16.49072,-13.912972
steroid_injection,56.17663,5.3915553
sanity,-23.53724,-33.73265
10_minute_late,8.003772,57.751324
rotate,43.3846,22.212189
stab,46.19244,3.820308
inadequate,2.6323748,-4.5201144
evidently,-11.249908,12.045654
well_educated,1.3894327,-45.626957
fraudulent,1.5764827,2.5797508
personal_attention,-9.255272,-27.952232
10:45,8.986271,61.471977
paper_towel,38.452267,11.662247
tunnel,-70.94144,-5.531272
accommodation,-11.93432,-23.847271
an_artist,8.952032,-45.059353
20/15_vision,42.446503,-47.08925
percent,40.247173,53.67104
deer_valley,-59.453983,-10.853488
altogether,27.550608,-23.83944
yikes,3.8509328,42.27115
