,business_id,categories,city,name,review_count,star_avg,state,categories_list,health_business
684,jcgt5rIlG2hhGjXOyN7KvQ,"health & medical, medical centers, doctors",Mesa,Valley Sleep Center,11,3.0,AZ,"['health & medical', ' medical centers', ' doctors']",hospital
685,lcKdRCNghsd_6ZM2huUEkw,"health & medical, podiatrists, doctors, medical centers",Chandler,Valley Foot & Ankle,6,4.5,AZ,"['health & medical', ' podiatrists', ' doctors', ' medical centers']",hospital
686,40N4p1y04xADg8-OhPuFEA,"health & medical, doctors, medical centers, urologists",Phoenix,Affiliated Urologists,7,3.0,AZ,"['health & medical', ' doctors', ' medical centers', ' urologists']",hospital
687,Zycuvj19DGyZzCFvLydDqA,"medical centers, health & medical, osteopathic physicians, doctors",Bethel Park,South Hills Family Medicine,3,1.0,PA,"['medical centers', ' health & medical', ' osteopathic physicians', ' doctors']",hospital
688,0FJHkWgCsvgDjWQyRBlKkA,"health & medical, medical centers",Pittsburgh,Allegheny Imaging of McCandless Llc,3,1.0,PA,"['health & medical', ' medical centers']",hospital
689,zDMrw0ZrXTjTXsTqlUxmBA,"health & medical, medical centers",Scottsdale,Extremity Health Center,4,4.0,AZ,"['health & medical', ' medical centers']",hospital
690,Ob3Bs-xXz8MT4pro9uW4TA,"health & medical, medical centers",Phoenix,Integratve Health Center,3,2.5,AZ,"['health & medical', ' medical centers']",hospital
691,Lu5XicoO53NVT0_0LiwIMg,"health & medical, medical centers",Tempe,White Cranes Medical Center,16,3.0,AZ,"['health & medical', ' medical centers']",hospital
692,9aTzTX_7-Zfi7nTS_phhfg,"health & medical, medical centers",Charlotte,Elizabeth Family Medicine,4,4.0,NC,"['health & medical', ' medical centers']",hospital
693,JSfjCZ5j9M5YpoN0oojlGQ,"urologists, doctors, health & medical, medical centers",Phoenix,Valley Urologic Associates,4,2.0,AZ,"['urologists', ' doctors', ' health & medical', ' medical centers']",hospital
694,xWD80q-wN7q0UAknyOstwg,"health & medical, medical centers",Tempe,ASU Health Services,8,3.0,AZ,"['health & medical', ' medical centers']",hospital
695,3J13PpQ9YkWK2ioWf0qOYg,"health & medical, medical centers",Las Vegas,The Center For Occupational Health & Wellness,13,2.5,NV,"['health & medical', ' medical centers']",hospital
696,QLqdXnaDF1NMDjGrTiujow,"medical centers, health & medical",Glendale,The Little Clinic,5,5.0,AZ,"['medical centers', ' health & medical']",hospital
697,V6J3kvTLy6RVZYze3IODHg,"surgeons, doctors, medical centers, health & medical, orthopedists",Scottsdale,Fitzmaurice Hand Institute,31,3.5,AZ,"['surgeons', ' doctors', ' medical centers', ' health & medical', ' orthopedists']",hospital
698,DADLUs3DxiNLaXDbymL6kQ,"medical centers, health & medical",Las Vegas,Novum Pharmaceutical Research,6,2.0,NV,"['medical centers', ' health & medical']",hospital
699,0vAxPKfjpfMApjHNUK7JQQ,"medical centers, doctors, health & medical",Henderson,Southern Nevada Health District,9,3.5,NV,"['medical centers', ' doctors', ' health & medical']",hospital
700,J0eW9edMwRP0D0nBh8y0Dg,"cosmetic surgeons, medical centers, ophthalmologists, doctors, health & medical",Las Vegas,The Sims Center LV For Eyelid and Facial Aesthetics,3,3.5,NV,"['cosmetic surgeons', ' medical centers', ' ophthalmologists', ' doctors', ' health & medical']",hospital
701,h5bikOqgdlti36nCPFIOAQ,"endocrinologists, medical centers, health & medical, doctors, fertility",Las Vegas,Sher Institute For Reproductive Medicine,32,4.5,NV,"['endocrinologists', ' medical centers', ' health & medical', ' doctors', ' fertility']",hospital
702,fzbOt_c6BeacPPmssJpKNg,"medical centers, health & medical",Phoenix,United Healthcare of Arizona,6,1.0,AZ,"['medical centers', ' health & medical']",hospital
703,URXnngjBMJtJ7AD8bY8mcw,"health & medical, medical centers",Las Vegas,Box Canyon Primary Care,24,2.5,NV,"['health & medical', ' medical centers']",hospital
704,cy0mP6DL_y7HKJIPa9nxpw,"medical centers, health & medical",Sun City West,Laboratory Corporation of America,3,4.0,AZ,"['medical centers', ' health & medical']",hospital
705,AhLksuV3T-QM3gZOVlUhDw,"health & medical, medical centers",Chandler,Stork Vision Chandler,9,4.5,AZ,"['health & medical', ' medical centers']",hospital
706,7IWEsk_BY91oOosjqplsnA,"health & medical, medical centers",Las Vegas,Advanced Medical specialists,3,2.5,NV,"['health & medical', ' medical centers']",hospital
707,lhiYB4ABQldUbXrQXoIwpA,"health & medical, medical centers",Phoenix,Native Health,4,3.0,AZ,"['health & medical', ' medical centers']",hospital
708,wPxSTUXXIfloJ98b4MDgqg,"medical centers, health & medical",Henderson,Labcorp,9,3.0,NV,"['medical centers', ' health & medical']",hospital
709,pMicQvAvJIdxqY0nWyCGQg,"doctors, health & medical, medical centers",Mesa,Mission Family Medical Center,6,3.0,AZ,"['doctors', ' health & medical', ' medical centers']",hospital
710,3C4f2zyVOCOWDEWoE9ERJQ,"health & medical, medical centers",Surprise,Desert Mirage Surgery Center,4,5.0,AZ,"['health & medical', ' medical centers']",hospital
711,1tseOIlX_EYd5Ca73LF1DA,"health & medical, medical centers, doctors",Peoria,Phoenix Medical Group - Peoria Clinic,7,1.5,AZ,"['health & medical', ' medical centers', ' doctors']",hospital
712,ZIiT0uVXDJM3KRBu5MkI2A,"medical centers, health & medical",Phoenix,A Mri of Arizona,6,3.5,AZ,"['medical centers', ' health & medical']",hospital
713,1qE94q5WIOsJ3sLJFUsXZw,"health & medical, doctors, medical centers, oncologist",Henderson,"Comprehensive Cancer Centers of Nevada, Henderson",9,4.5,NV,"['health & medical', ' doctors', ' medical centers', ' oncologist']",hospital
714,DafkicTwsdMehOcOsT-m6g,"health & medical, medical centers",Phoenix,Urology Associates,6,3.0,AZ,"['health & medical', ' medical centers']",hospital
715,KGemb7ya0hhL5AQDOpzecQ,"medical centers, health & medical",Henderson,Healthcare Partners Cardiology,8,3.0,NV,"['medical centers', ' health & medical']",hospital
716,-Vsgumqro6J6B-GruAevOA,"health & medical, walk-in clinics, medical centers",Glendale,Minute Clinic,8,2.0,AZ,"['health & medical', ' walk-in clinics', ' medical centers']",hospital
717,xoTzQNgOLkXAW-Tg-6rs6A,"medical centers, health & medical, emergency rooms",Willoughby,Lake Health-West Medical Center,4,1.0,OH,"['medical centers', ' health & medical', ' emergency rooms']",hospital
718,jkDrA_PcbQeGHkBrsTE_4g,"health & medical, medical centers, podiatrists, doctors",Scottsdale,North Scottsdale Foot and Ankle Center,26,5.0,AZ,"['health & medical', ' medical centers', ' podiatrists', ' doctors']",hospital
719,bkbdu9pNj9jDg0jDNAMzIw,"medical centers, health & medical",Fountain Hills,Labcorp,8,2.0,AZ,"['medical centers', ' health & medical']",hospital
720,jl9jG2QZibKuEqEjvsyfAQ,"health & medical, medical centers, doctors",Buckeye,Banner Health Center: Primary Care Medicine,17,2.0,AZ,"['health & medical', ' medical centers', ' doctors']",hospital
721,LkNU0N1bwc73JkGivxQPwQ,"medical centers, health & medical",Tempe,Mountain Park Health Center - Tempe,13,3.0,AZ,"['medical centers', ' health & medical']",hospital
722,vClNKcp04dbHueXiFXEPJg,"oncologist, medical centers, doctors, health & medical",Phoenix,Ironwood Cancer & Research Center,12,1.5,AZ,"['oncologist', ' medical centers', ' doctors', ' health & medical']",hospital
723,FwVjKDxAy3-z6O4hk6110g,"audiologist, hearing aid providers, medical centers, health & medical, doctors",Phoenix,Arizona Balance & Hearing Aids,6,3.0,AZ,"['audiologist', ' hearing aid providers', ' medical centers', ' health & medical', ' doctors']",hospital
724,n6xjukK6akKgKIRajfQ-FQ,"health & medical, prenatal/perinatal care, medical centers",Tempe,Aid to Women Center,4,4.0,AZ,"['health & medical', ' prenatal/perinatal care', ' medical centers']",hospital
725,G9xKN4j6nd8NvIsroaeuOw,"medical centers, health & medical",Las Vegas,Clinica Santa Maria,3,1.0,NV,"['medical centers', ' health & medical']",hospital
726,GzxPill2zp0QFKdxMsh2Rg,"doctors, medical centers, health & medical, cardiologists",Scottsdale,HonorHealth Heart Group - Shea,3,3.5,AZ,"['doctors', ' medical centers', ' health & medical', ' cardiologists']",hospital
727,hq2ODL1TUtotMoXsTyNQFQ,"medical centers, health & medical",Phoenix,American Medical Solutions,4,2.0,AZ,"['medical centers', ' health & medical']",hospital
728,p_tb6c-DEIp6xVutn3Id8w,"endocrinologists, medical centers, health & medical, doctors",Bethel Park,Associates in Endocrinology,4,1.0,PA,"['endocrinologists', ' medical centers', ' health & medical', ' doctors']",hospital
729,DlLDUBtBuArGbTB02Ri1BQ,"health & medical, medical centers",Concord,Gateway Surgery Center,5,4.5,NC,"['health & medical', ' medical centers']",hospital
730,oiPUzw8S5CbVsNyugVgyrg,"medical centers, health & medical",Phoenix,Midtown Endocrine Associates PC,9,3.5,AZ,"['medical centers', ' health & medical']",hospital
731,HDBwI4RVJM7PCFenqqGmsw,"health & medical, medical centers",Las Vegas,Las Vegas Urology,6,2.5,NV,"['health & medical', ' medical centers']",hospital
732,MFQJjG_qzmgPH0QxbSh2Rw,"doctors, medical centers, health & medical, gastroenterologist",Mesa,Arizona Digestive Health - Mesa,11,5.0,AZ,"['doctors', ' medical centers', ' health & medical', ' gastroenterologist']",hospital
733,1TqX_zd1DZTaIIYZ9bY6tw,"doctors, medical centers, health & medical",Las Vegas,Harmon Medical Center,16,2.0,NV,"['doctors', ' medical centers', ' health & medical']",hospital
734,H3XxfTpsToyWCgmufacZ3w,"health & medical, doctors, medical centers",Phoenix,Arizona Endoscopy Center,8,2.0,AZ,"['health & medical', ' doctors', ' medical centers']",hospital
735,kpbhERZoj1eTDRnMVU2BKA,"medical centers, doctors, health & medical, neurologist",Chandler,Brain and Spine Center,17,2.5,AZ,"['medical centers', ' doctors', ' health & medical', ' neurologist']",hospital
736,bEskt5WGDd_WpOGJ1dIu1A,"health & medical, medical centers",Mesa,East Valley Family Medical,6,1.5,AZ,"['health & medical', ' medical centers']",hospital
737,LpLFtJLbQTd5nPRgM-goJA,"health & medical, medical centers, urologists, doctors",Scottsdale,Southwest Men's Clinic,3,2.5,AZ,"['health & medical', ' medical centers', ' urologists', ' doctors']",hospital
738,5sOI5Wt8umnnenAZH20G2g,"health & medical, doctors, medical centers",Las Vegas,Southwest Medical Associates at Summerlin,10,3.5,NV,"['health & medical', ' doctors', ' medical centers']",hospital
739,ad7NXTxHr2BmjyQvGnfotQ,"medical centers, health & medical",Las Vegas,Specialty Surgery Center,20,4.5,NV,"['medical centers', ' health & medical']",hospital
740,gGvwOjCRPBt77W2QtC7tbg,"health & medical, medical centers",Phoenix,U.S. HealthWorks Medical Group,3,1.5,AZ,"['health & medical', ' medical centers']",hospital
741,moPSeGjfKO2zA9ArzcjcIg,"doctors, health & medical, medical centers",Las Vegas,Southwest Medical Associates at Craig,5,4.0,NV,"['doctors', ' health & medical', ' medical centers']",hospital
742,vE0jtHthS7rkEJz9nlHdhQ,"doctors, medical centers, vascular medicine, health & medical",Charlotte,Vein Specialists of the Carolinas,3,3.5,NC,"['doctors', ' medical centers', ' vascular medicine', ' health & medical']",hospital
743,8dFvANlLJ3bf1EmN-JnMOQ,"health & medical, doctors, medical centers, walk-in clinics",North Las Vegas,Southwest Medical Associates Convenient Care at Craig,3,2.5,NV,"['health & medical', ' doctors', ' medical centers', ' walk-in clinics']",hospital
744,QaOBu4RcblL_eWizAtvvLw,"health & medical, medical centers",Charlotte,Vitality Center Charlotte,3,1.5,NC,"['health & medical', ' medical centers']",hospital
745,G0qskwc7kBHhSt1iYrn_0A,"medical centers, health & medical",Phoenix,Your Neighborhood Healthcare Center,3,2.0,AZ,"['medical centers', ' health & medical']",hospital
746,_iAMqH8zwIOPdK_Zerm_JA,"medical centers, health & medical",Las Vegas,"Tenaya Surgical Center, LLC",4,5.0,NV,"['medical centers', ' health & medical']",hospital
747,zSaNe6Fd4v40SwCdq8bEYA,"gastroenterologist, medical centers, health & medical, doctors",Mesa,"Digestive Disease Consultants, PC",11,2.5,AZ,"['gastroenterologist', ' medical centers', ' health & medical', ' doctors']",hospital
748,d3t2d2XeZiuqvj8Cwhe4dg,"neurologist, medical centers, anesthesiologists, doctors, health & medical, pain management",Scottsdale,Integrated Pain Consultants - Scottsdale,17,4.0,AZ,"['neurologist', ' medical centers', ' anesthesiologists', ' doctors', ' health & medical', ' pain management']",hospital
749,zGk9NTk1MwdSu1Vm52FlXw,"health & medical, doctors, medical centers, pain management",Gilbert,Desert Interventional Spine Consultants,4,5.0,AZ,"['health & medical', ' doctors', ' medical centers', ' pain management']",hospital
750,k9CQPDGouVWKiXwF0XYuyw,"doctors, health & medical, cardiologists, medical centers",Las Vegas,Heart Center of Nevada,5,2.5,NV,"['doctors', ' health & medical', ' cardiologists', ' medical centers']",hospital
751,OUni0gwCk0NGYvg2NqAQoQ,"medical centers, health & medical",Henderson,Healthcare Partners,9,1.5,NV,"['medical centers', ' health & medical']",hospital
752,8CFq0zRKILcMkt7xlhmzSQ,"health & medical, doctors, medical centers, spine surgeons, neurologist",Phoenix,Center for Neurology and Spine,4,2.0,AZ,"['health & medical', ' doctors', ' medical centers', ' spine surgeons', ' neurologist']",hospital
753,a6S5WO_05BcA4KWTKh9m0w,"health & medical, medical centers",Charlotte,A Preferred Women's Health Center,3,3.5,NC,"['health & medical', ' medical centers']",hospital
754,UTxpkWX45J5xPLenAl5OZA,"doctors, medical centers, health & medical, cosmetic surgeons",Phoenix,Dr. William M. Jacobsen MD,3,4.5,AZ,"['doctors', ' medical centers', ' health & medical', ' cosmetic surgeons']",hospital
755,ZErspEk96O5hBvA3rPygbw,"medical centers, doctors, fertility, health & medical",Phoenix,Arizona Reproductive Medicine Specialists,21,3.5,AZ,"['medical centers', ' doctors', ' fertility', ' health & medical']",hospital
756,42yxdOdEMO8hE9jFK89laQ,"health & medical, medical centers",Las Vegas,Quest Diagnostics,9,3.5,NV,"['health & medical', ' medical centers']",hospital
757,IOe0nNHDONYnjCCuc6338g,"health & medical, medical centers",Surprise,Total Wellness Medical Center,4,5.0,AZ,"['health & medical', ' medical centers']",hospital
758,uaiI1vxj8ZN7_f5hLbjsVw,"health & medical, doctors, medical centers, dermatologists",Scottsdale,Scottsdale Institute for Cosmetic Dermatology,3,2.5,AZ,"['health & medical', ' doctors', ' medical centers', ' dermatologists']",hospital
759,QYKBACRi8Zn7x_SLHSawmA,"medical centers, surgeons, orthopedists, health & medical, doctors",Phoenix,Advanced Hand & Wrist Specialists,3,3.5,AZ,"['medical centers', ' surgeons', ' orthopedists', ' health & medical', ' doctors']",hospital
760,m9PWMB7T_0-FeS_Uy4ZuzQ,"doctors, pulmonologist, medical centers, health & medical",Las Vegas,Comprehensive Cancer Centers of Nevada,4,2.0,NV,"['doctors', ' pulmonologist', ' medical centers', ' health & medical']",hospital
761,5KW_HFwuV0a7p_BWY-JlrQ,"medical centers, health & medical",Henderson,Nevada Heart & Vascular Center,3,3.5,NV,"['medical centers', ' health & medical']",hospital
762,CPIFQJ90CCE-M4dlSviChQ,"medical centers, health & medical",Charlotte,Charlotte Colon Hydrotherapy,6,5.0,NC,"['medical centers', ' health & medical']",hospital
763,BY5fm0A5yeQdNUU9-zWrWg,"health & medical, medical centers, doctors",Las Vegas,Rainbow Medical Centers,3,2.5,NV,"['health & medical', ' medical centers', ' doctors']",hospital
764,QQSr7HfQzvv8Kqg18HpNXg,"health & medical, doctors, optometrists, medical centers, ophthalmologists",Charlotte,Vision Care Associates,5,5.0,NC,"['health & medical', ' doctors', ' optometrists', ' medical centers', ' ophthalmologists']",hospital
765,gz0DxuogHZYd4V-aZEjgYw,"health & medical, medical centers, doctors, orthopedists, pain management",Phoenix,Catalyst Pain Solutions,5,2.0,AZ,"['health & medical', ' medical centers', ' doctors', ' orthopedists', ' pain management']",hospital
766,tZcFwKHzanJVZgObBW_GLw,"health & medical, medical centers",Chandler,STARS Healthcare,4,2.0,AZ,"['health & medical', ' medical centers']",hospital
767,RzrX3Dion9PzHKVohqhx4g,"medical centers, doctors, health & medical, vascular medicine",Surprise,Palm Vein Center,3,3.5,AZ,"['medical centers', ' doctors', ' health & medical', ' vascular medicine']",hospital
768,_fZL28Vevllg6Wz4gyhEkA,"health & medical, doctors, medical centers",Henderson,Winkler Steven MD,4,5.0,NV,"['health & medical', ' doctors', ' medical centers']",hospital
769,7AIYQ2l0srDnDwWLhKBjbQ,"health & medical, medical centers",Las Vegas,Queensridge Family Medicine,16,4.5,NV,"['health & medical', ' medical centers']",hospital
770,IcdiqZ2BL-IuAp0vq9cFlw,"medical centers, doctors, health & medical",Phoenix,Biltmore Surgical Center,8,4.0,AZ,"['medical centers', ' doctors', ' health & medical']",hospital
771,lLraAnlcZUKzI1XRcbuTdA,"medical centers, health & medical, vascular medicine, cardiologists, surgeons, doctors",Surprise,Arizona Vein & Vascular Center,17,2.5,AZ,"['medical centers', ' health & medical', ' vascular medicine', ' cardiologists', ' surgeons', ' doctors']",hospital
772,VxhuMWU5SRWiTuxp92HePw,"health & medical, medical centers",Henderson,Dignity Health Medical Group - Henderson,3,2.5,NV,"['health & medical', ' medical centers']",hospital
773,TLV6YZFHlD50DxeI8Kka4g,"health & medical, medical centers",Peoria,The Little Clinic,7,2.5,AZ,"['health & medical', ' medical centers']",hospital
