,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
1564,{'ByAppointmentOnly': 'False'},W7TK8MUk2vn8DgVS8-DY7A,"health & medical, nutritionists, urgent care, physical therapy, doctors, family practice",Glendale,Your Family Medicine,14,3.0,AZ,"['health & medical', ' nutritionists', ' urgent care', ' physical therapy', ' doctors', ' family practice']"
1565,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",wVV93n7mFcKdJ2OMS-RM2Q,"medical centers, doctors, family practice, health & medical",Litchfield Park,Pinnacle Family Medicine,23,2.0,AZ,"['medical centers', ' doctors', ' family practice', ' health & medical']"
1566,{'ByAppointmentOnly': 'True'},GZBt6PY2VCgxTW-chVcgcw,"medical centers, doctors, hospitals, health & medical",Avon,Cleveland Clinic Richard E. Jacobs Health Center,6,3.0,OH,"['medical centers', ' doctors', ' hospitals', ' health & medical']"
1567,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",T3PPqRQU4L7IVV2fhWAuPg,"doctors, health & medical, internal medicine",Phoenix,Internal Medicine Specialists,3,5.0,AZ,"['doctors', ' health & medical', ' internal medicine']"
1568,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",IVeFOj7XkFnOcWu8xYUTHA,"ophthalmologists, optometrists, health & medical, doctors",Las Vegas,"Grace S. Shin, MD - Ideal EyeCare Ophthalmology",19,2.5,NV,"['ophthalmologists', ' optometrists', ' health & medical', ' doctors']"
1569,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",rMZE4yAqCRuD9AjYoMCITw,"doctors, pain management, health & medical",Madison,Advanced Pain Management,3,2.0,WI,"['doctors', ' pain management', ' health & medical']"
1570,{'ByAppointmentOnly': 'True'},2t3zx_eVOpnb3wOKha28qw,"doctors, podiatrists, health & medical",Matthews,Matthews Foot Care,3,3.5,NC,"['doctors', ' podiatrists', ' health & medical']"
1571,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",sUACyfwfOG_YbfePwZ7vMw,"medical centers, health & medical, doctors",Las Vegas,Radiation Oncology Centers of Nevada,3,5.0,NV,"['medical centers', ' health & medical', ' doctors']"
1572,{'ByAppointmentOnly': 'True'},p-ln65LcXl9FR5tUJNgY_A,"chiropractors, health & medical",Phoenix,Emergency Chiropractic,4,4.0,AZ,"['chiropractors', ' health & medical']"
1573,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",qesPXWJdHlRnB4Zz8iBNeQ,"health & medical, hospitals",Huntersville,Novant Health Huntersville Medical Center,26,2.0,NC,"['health & medical', ' hospitals']"
1574,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",s5_DMJbYJWR2XgR1HDs9PA,"health & medical, chiropractors",Las Vegas,Teddy Sim - ChiropracTed,11,5.0,NV,"['health & medical', ' chiropractors']"
1575,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jtDa9UbahZ5KTQSmNU2k0w,"doctors, surgeons, health & medical",Glendale,Arizona Preferred Surgeons,3,5.0,AZ,"['doctors', ' surgeons', ' health & medical']"
1576,{'ByAppointmentOnly': 'True'},F65W2fI0Z1k40mO2FOPTNA,"pediatricians, doctors, health & medical",Phoenix,Desert Valley Pediatrics,3,2.5,AZ,"['pediatricians', ' doctors', ' health & medical']"
1577,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",vzi1DinglzLbXkZ-ddrczA,"health & medical, doctors",Charlotte,University Pediatrics,7,3.5,NC,"['health & medical', ' doctors']"
1578,,21DvlxdvZgvVg6_NVlkAyw,"obstetricians & gynecologists, doctors, health & medical",Phoenix,Schlotterer Gynecology,3,3.0,AZ,"['obstetricians & gynecologists', ' doctors', ' health & medical']"
1579,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",qwQdHBm8nT_bLQOiShobDA,"doctors, health & medical, obstetricians & gynecologists",Cleveland,Preterm,4,4.0,OH,"['doctors', ' health & medical', ' obstetricians & gynecologists']"
1580,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",FjU6J1VdoD4-meIEOOlK3Q,"health & medical, chiropractors",Las Vegas,The Joint Chiropractic,43,4.5,NV,"['health & medical', ' chiropractors']"
1581,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",_zL2-vH4shn3UF7vAZ-6tQ,"endocrinologists, pediatricians, health & medical, doctors",Las Vegas,"Asheesh K Dewan, MD",12,3.5,NV,"['endocrinologists', ' pediatricians', ' health & medical', ' doctors']"
1582,{'ByAppointmentOnly': 'True'},Y1MpuLeyLkUWSN8ijFrjKw,"health & medical, counseling & mental health",San Tan,Southwest Network San Tan,6,1.5,AZ,"['health & medical', ' counseling & mental health']"
1583,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",exl4Z1SLYiZYF4yztOw0nQ,"health & medical, counseling & mental health",Scottsdale,Sheila Howe Counseling,4,4.0,AZ,"['health & medical', ' counseling & mental health']"
1584,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",fE7a_XIdzHaEbDV2DKcCMw,"walk-in clinics, health & medical, medical centers, urgent care",Lakewood,Lakewood Urgent Care,4,4.0,OH,"['walk-in clinics', ' health & medical', ' medical centers', ' urgent care']"
1585,{'ByAppointmentOnly': 'True'},ClOZ7W2SUGNMwEVV9BFJGQ,"health & medical, optometrists",Scottsdale,"Hussein Gangji, OD",3,5.0,AZ,"['health & medical', ' optometrists']"
1586,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",gHuF36KNcuSiM12QatPBJw,"podiatrists, doctors, health & medical",Glendale,Sole Foot and Ankle Specialists,18,4.5,AZ,"['podiatrists', ' doctors', ' health & medical']"
1587,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",N6HvXOmMjOzRY8eWwr3baw,"health & medical, hospitals, emergency rooms, medical centers",Goodyear,Dignity Health AZ General Hospital Emergency Room-Goodyear,30,2.5,AZ,"['health & medical', ' hospitals', ' emergency rooms', ' medical centers']"
1588,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",g7IW5Vk2xiebtu5haPTxOQ,"health & medical, optometrists",Las Vegas,"Glenn Roter, OD - Las Vegas Vision Center of Walmart",55,4.5,NV,"['health & medical', ' optometrists']"
1589,,NAtUXsfkBlCDYmDSADWliA,"doctors, pediatricians, health & medical, internal medicine",Las Vegas,Parker Medical,4,5.0,NV,"['doctors', ' pediatricians', ' health & medical', ' internal medicine']"
1590,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",H_AEozeQfFrn6VJGDJEcKA,"emergency rooms, health & medical, doctors, medical centers, hospitals",Las Vegas,Southern Hills Hospital & Medical Center,219,3.0,NV,"['emergency rooms', ' health & medical', ' doctors', ' medical centers', ' hospitals']"
1591,{'ByAppointmentOnly': 'True'},uHhj-aie947RhOv-b_hS3g,"health & medical, doctors, obstetricians & gynecologists",Scottsdale,"Dennis C Eckel, MD FACOG",8,5.0,AZ,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
1592,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",U94G4ZmKelYp--69jzVPUA,"rheumatologists, health & medical, doctors",Phoenix,Arizona Arthritis & Rheumatology Associates,14,3.0,AZ,"['rheumatologists', ' health & medical', ' doctors']"
1593,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",1SDErFP851WB1HrM1rMn1g,"health & medical, pediatricians, doctors",Mesa,Sonoran Sky Pediatrics,9,1.5,AZ,"['health & medical', ' pediatricians', ' doctors']"
1594,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",CMzbeo4N5JBBpPc2ZVZKtQ,"doctors, health & medical",Scottsdale,Barrow Neurosurgical Associates,4,2.0,AZ,"['doctors', ' health & medical']"
1595,,ZalbT31kbJhJ6VArBxknnA,"chiropractors, health & medical",Las Vegas,"Roger R Elmer, DC - Advanced Neuro Spinal Solutions",3,2.5,NV,"['chiropractors', ' health & medical']"
1596,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",mJXajC0a11guJHxJDs8ZTQ,"medical centers, health & medical",Las Vegas,WHASN Essential Las Vegas,38,2.0,NV,"['medical centers', ' health & medical']"
1597,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",fsBkvL_4dOEO4A2DnhG57A,"health & medical, hospitals, urgent care, doctors, family practice",Las Vegas,CareNow,120,3.5,NV,"['health & medical', ' hospitals', ' urgent care', ' doctors', ' family practice']"
1598,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",gfoIhs47ciVmh66by2-QMA,"health & medical, allergists, doctors",Scottsdale,Relieve Allergy Asthma & Hives,3,5.0,AZ,"['health & medical', ' allergists', ' doctors']"
1599,{'ByAppointmentOnly': 'False'},JvXeFdPyP6f9N92hIOrH1g,"doctors, health & medical, allergists, hospitals",Chandler,Allergy Asthma Clinic,7,4.5,AZ,"['doctors', ' health & medical', ' allergists', ' hospitals']"
1600,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jcs-7zV6nqpxm7sBw4qaGg,"diagnostic services, internal medicine, health & medical, doctors",Henderson,Diagnostic Center of Medicine,15,2.0,NV,"['diagnostic services', ' internal medicine', ' health & medical', ' doctors']"
1601,{'ByAppointmentOnly': 'True'},0nEITI9bXgk3zQhlzDZLmg,"health & medical, hypnosis/hypnotherapy, counseling & mental health, doctors",Phoenix,Medical Hypnosis Institute,3,5.0,AZ,"['health & medical', ' hypnosis/hypnotherapy', ' counseling & mental health', ' doctors']"
1602,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",nXxe9EfnSoWvQL6SQYG-bg,"hearing aid providers, health & medical, doctors, audiologist, medical centers",Las Vegas,Anderson Audiology,5,5.0,NV,"['hearing aid providers', ' health & medical', ' doctors', ' audiologist', ' medical centers']"
1603,{'ByAppointmentOnly': 'False'},SsSP7UPWg_vX88UWjkT-sA,"chiropractors, health & medical",Henderson,Fine Back Center,3,3.5,NV,"['chiropractors', ' health & medical']"
1604,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",L5APlOuJnDKYGa-ndmVG9A,"hospitals, health & medical",Pittsburgh,Children's Hospital of Pittsburgh of UPMC,25,4.5,PA,"['hospitals', ' health & medical']"
1605,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",9jUmptQhZXc_XnK8qIhESQ,"physical therapy, health & medical",Higley,Industrial Hand & Physical Therapy,4,4.0,AZ,"['physical therapy', ' health & medical']"
1606,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",ygiL30hEoRHRFyA2K_TpsQ,"doctors, dermatologists, health & medical",Charlotte,Steele Creek Dermatology,5,4.0,NC,"['doctors', ' dermatologists', ' health & medical']"
1607,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UEyqZ1En-fw57N47dvCV1A,"doctors, obstetricians & gynecologists, health & medical, fertility",Las Vegas,Nevada Fertility Institute,7,2.5,NV,"['doctors', ' obstetricians & gynecologists', ' health & medical', ' fertility']"
1608,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",lIibjRUmps9t1VkXwF7-Gw,"chiropractors, health & medical",Phoenix,Inner Health Chiropractic,3,3.5,AZ,"['chiropractors', ' health & medical']"
1609,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",i5mEoDXWVVW2U2BLkwBbWw,"health & medical, doctors, cosmetic surgeons, plastic surgeons",Scottsdale,"Berardi Aesthetics and Plastic Surgery, Joseph C Berardi, MD",9,4.5,AZ,"['health & medical', ' doctors', ' cosmetic surgeons', ' plastic surgeons']"
1610,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",mf1SXS4Nwdhso3eW6D54iw,"spine surgeons, health & medical, neurologist, surgeons, doctors",Las Vegas,Las Vegas Neurosurgery & Spine Care,5,4.0,NV,"['spine surgeons', ' health & medical', ' neurologist', ' surgeons', ' doctors']"
1611,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",2Vsh8oyd6jhvL-OlJcTsOQ,"physical therapy, chiropractors, health & medical, doctors, pain management",Las Vegas,"Jon Petrick, DC - Las Vegas Pain Relief Center",6,5.0,NV,"['physical therapy', ' chiropractors', ' health & medical', ' doctors', ' pain management']"
1612,{'ByAppointmentOnly': 'True'},b40CTXv-3iaqtuNtfH50QA,"health & medical, physical therapy",Scottsdale,Metro Physical Therapy,3,5.0,AZ,"['health & medical', ' physical therapy']"
1613,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",eekNt3eCw9ooKCmnigRjhg,"pediatricians, health & medical, family practice, doctors",Gilbert,Cigna Medical Group,3,2.5,AZ,"['pediatricians', ' health & medical', ' family practice', ' doctors']"
1614,{'ByAppointmentOnly': 'True'},fy-nvv-154Gm8Ja1SwSC0Q,"health & medical, chiropractors",Chandler,Back In Motion Family Chiropractic,8,4.5,AZ,"['health & medical', ' chiropractors']"
1615,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",YD8C2WoDt5WOIao-Em3hhw,"urgent care, medical centers, family practice, doctors, health & medical",Mt. Lebanon,Medi-Help,6,3.5,PA,"['urgent care', ' medical centers', ' family practice', ' doctors', ' health & medical']"
1616,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Js2u3dxCPljGftGqIOsOyg,"diagnostic services, health & medical, laboratory testing",Phoenix,Sonora Quest Laboratories,9,3.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']"
1617,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",DmhGpzoNzZ2Z6ikcIf3RkA,"pediatricians, health & medical, doctors, family practice",Phoenix,Kids Kare Pediatrics & Family Kare,3,2.5,AZ,"['pediatricians', ' health & medical', ' doctors', ' family practice']"
1618,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",yNFxnxOH8DtAJMrPPol4AA,"health & medical, chiropractors",Matthews,Matthews Chiropractic Center,5,5.0,NC,"['health & medical', ' chiropractors']"
1619,,lmA1cj81atGcSkICOoo83Q,"doctors, health & medical, podiatrists",Fort Mill,Carolina Podiatry Group,3,4.0,SC,"['doctors', ' health & medical', ' podiatrists']"
1620,{'ByAppointmentOnly': 'True'},4RuvMdSMADjX7z1moEPpNQ,"health & medical, doctors, psychiatrists",Chandler,"Michael Mahl, MD",4,4.0,AZ,"['health & medical', ' doctors', ' psychiatrists']"
1621,{'ByAppointmentOnly': 'True'},h89nnucEHMXeQvq-GsEiig,"doctors, health & medical, endocrinologists",Chandler,Chandler Endocrinology,3,1.0,AZ,"['doctors', ' health & medical', ' endocrinologists']"
1622,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",7exiPAbaCjBdU3f_yCZQxg,"ophthalmologists, doctors, pediatricians, health & medical, optometrists",Champaign,The Eye Center,6,2.0,IL,"['ophthalmologists', ' doctors', ' pediatricians', ' health & medical', ' optometrists']"
1623,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",gE59d8Fyh8v7hoXb6KxZKg,"health & medical, orthopedists, doctors",Las Vegas,Bassewitz Hugh L MD,11,4.0,NV,"['health & medical', ' orthopedists', ' doctors']"
1624,,Q43lQ5UgLB3XOfcbO1vdtw,"health & medical, urgent care",Chandler,Urgent Care Express,3,3.5,AZ,"['health & medical', ' urgent care']"
1625,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",ixS7WPmm_zKmN9UE2nKIvg,"chiropractors, health & medical",Pittsburgh,The Joint Chiropractic,6,5.0,PA,"['chiropractors', ' health & medical']"
1626,{'ByAppointmentOnly': 'False'},j7EIaEKmuJ7kosQv1Og6Bw,"chiropractors, health & medical, medical centers, physical therapy",Phoenix,Chiropractic Rehabilitation Center,8,5.0,AZ,"['chiropractors', ' health & medical', ' medical centers', ' physical therapy']"
1627,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",PZ3qgjUMg8akZaP0CssYNA,"optometrists, health & medical",Las Vegas,"Paul Thompson, OD PC",26,5.0,NV,"['optometrists', ' health & medical']"
1628,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",x_QQfrwicXqEUBn9S_VTiw,"health & medical, laboratory testing, diagnostic services",Phoenix,Labcorp,7,2.0,AZ,"['health & medical', ' laboratory testing', ' diagnostic services']"
1629,{'ByAppointmentOnly': 'False'},9qk8kqWwcE99wJiA-WX_Dw,"health & medical, chiropractors",Phoenix,Phoenix Life Center,7,5.0,AZ,"['health & medical', ' chiropractors']"
1630,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",BjzQ8mQfpDG5AQvYY2mazw,"diagnostic imaging, health & medical, diagnostic services, radiologists, doctors",Chandler,SimonMed Imaging -Chandler Dobson I,56,2.0,AZ,"['diagnostic imaging', ' health & medical', ' diagnostic services', ' radiologists', ' doctors']"
1631,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",rwKqWxss1kHEjt6H91TWwg,"medical centers, doctors, health & medical, family practice",Irwin,Excela Health Excela Square,4,2.5,PA,"['medical centers', ' doctors', ' health & medical', ' family practice']"
1632,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",h9vnORtsHsVm3Z8QnYikww,"health & medical, doctors, pain management, anesthesiologists",Las Vegas,Desert Sunset Pain Consultants,3,3.5,NV,"['health & medical', ' doctors', ' pain management', ' anesthesiologists']"
1633,{'ByAppointmentOnly': 'True'},EkuarqSBNu0Bzfq8Lb517A,"optometrists, health & medical",Dallas,Gaston Eye Associates,3,3.5,NC,"['optometrists', ' health & medical']"
1634,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",lX4oRhL0pHw32qJC7NuXbQ,"health & medical, hospitals, doctors",Peoria,HonorHealth Medical Group - Del Lago,13,3.5,AZ,"['health & medical', ' hospitals', ' doctors']"
1635,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",MLc04kdyTMUwWOFDgeJ4Ng,"hospitals, health & medical, counseling & mental health, medical centers, addiction medicine, rehabilitation center, psychiatrists, doctors",Phoenix,Valley Hospital,14,1.5,AZ,"['hospitals', ' health & medical', ' counseling & mental health', ' medical centers', ' addiction medicine', ' rehabilitation center', ' psychiatrists', ' doctors']"
1636,{'ByAppointmentOnly': 'True'},2fz--f38A6VKv8p9v7sqAQ,"dermatologists, doctors, health & medical",Mesa,Grand Canyon Dermatology,7,3.5,AZ,"['dermatologists', ' doctors', ' health & medical']"
1637,"{'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'True'}",VJTnM_BiJ2EUxcnSZbWg_Q,"health & medical, chiropractors",Scottsdale,Dr Jesper Reib Chiropractic Office,3,5.0,AZ,"['health & medical', ' chiropractors']"
1638,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",ieB75OLckQ317dbuPdhexw,"family practice, medical centers, doctors, health & medical, osteopathic physicians",Chandler,Hatfield Medical Group,38,2.0,AZ,"['family practice', ' medical centers', ' doctors', ' health & medical', ' osteopathic physicians']"
1639,{'ByAppointmentOnly': 'True'},fev7ncgbZa8-sjJHi2aVyQ,"doctors, urologists, health & medical",Phoenix,"Bruce A Kletscher, MD",3,2.5,AZ,"['doctors', ' urologists', ' health & medical']"
